,reviewer_review,reviewer_avg,reviewer_review_cnt,reviewer_review_score,reviewer_review_date,reviewer_id,diner_idx
1,"사장이 그냥 싸가지가 없음
이런사장 처음봤어요
기름도 더러움",2.7,7,1.0,2023.06.30.,"신준수
브론즈 배지
레벨
7",1602639733
2,오픈할때 부터 핫도그 생각나면 지나다가 사들고 아이들과 먹었네요~ 바로해서 먹으니 바삭하니 맛납니다.,4.6,339,5.0,2023.05.21.,"ChaosKim
골드 배지
레벨
49",1602639733
0,"조금 매웠지만 정말 맛있게 먹었어요!!
1. 김치구이+깻잎+마요 싸먹기
2. 밥에 김치구이 넣고 + 깻잎 자르고 + 김가루+참기름 비벼먹기

#점심식사 #돼지김치구이
더보기",3.7,68,5.0,2023.07.05.,"yangyang
실버 배지
레벨
24",113248447
1,,4.0,4,5.0,2023.05.07.,"정희수
브론즈 배지
레벨
2",113248447
2,"김치구이 깻잎에 마요네즈 찍어서 싸먹으면
쫌 훌륭하네 ?",4.6,245,4.0,2022.09.01.,"맛집검색하다지문없어짐
골드 배지
레벨
44",113248447
0,,4.2,9,4.0,2023.12.11.,"💕young
브론즈 배지
레벨
3",9358475
1,너무 배불리 잘먹었어요,4.7,45,5.0,2023.11.23.,"S
실버 배지
레벨
22",9358475
2,"할머니가 친절하네요 ^^
계란말이김밥 맛도 좋습니다 !!!",4.6,339,5.0,2023.08.26.,"ChaosKim
골드 배지
레벨
49",9358475
0,,4.4,9,4.0,2023.05.04.,"000
브론즈 배지
레벨
7",27344839
1,"30번정도 방문해서 먹은거같은데
음식이 전체적으로 무난해서 좋습니다
사장님은 친절하시고 식사중에 다른분끼 그런친절을 보면 또 기분이 좋아지네요

단골이지만 더욱더 번창했으면 좋겠습이다
더보기",5.0,2,5.0,2022.10.21.,"도건
브론즈 배지
레벨
3",27344839
2,김밥을 좋아해서 찾아갔는데 밥량이 적고 간이 삼삼한 건 좋아요 근데 맛이 너무 무난함,3.4,11,3.0,2022.08.23.,"2794e
브론즈 배지
레벨
7",27344839
0,,3.2,9,4.0,2024.02.01.,"강기웅
브론즈 배지
레벨
2",581186888
1,맛있게 잘 먹었습니다~^^,3.2,75,5.0,2024.01.21.,"먹방이대세
실버 배지
레벨
19",581186888
2,,4.3,3,5.0,2023.08.27.,"김정원
브론즈 배지
레벨
2",581186888
0,"선지해장국 제 입맛에는 너무 맛있습니다. 선지랑 천엽이랑 너무 좋아요. 
근데 비싸고 불친절하긴해요..",4.6,23,5.0,2024.01.02.,"wtf
실버 배지
레벨
14",9234145
1,인심 야박하고 불친절하기가 주인부부 둘 다 막상막하임. 교회다닌다고 성경구젤 액자로 붙여놓고 부끄럽지도 않은듯.,1.0,1,1.0,2023.11.18.,"현주경
브론즈 배지
레벨
2",9234145
2,"가격도 비싸고
인심도 박하고
맛도 그저그렇고",1.0,2,1.0,2023.11.10.,"이강구
브론즈 배지
레벨
3",9234145
8,,3.0,1,3.0,2023.09.11.,"진심어린
브론즈 배지
레벨
2",9234145
9,"맛은 진짜 기가 막힘 너무 맛있음

하지만 별 2개인 이유는

여기 주인 할머니 ㅆㄱㅈ 가 없음
더보기",3.3,66,2.0,2023.06.04.,"냐하하
실버 배지
레벨
23",9234145
10,"가격 또오름? 다른데도 비싸지긴했지만 가격 탑이긴하네요 다른건 모르겠고 해내장탕 하나는 최고중의 최고 양 맛 다잡음 근데 선지는 그냥 주면 안되나요 왜 얘길 해야지만줍니까 메뉴판에 필요하면 달라고 써놓던지
누군 먹고 누군 못먹고",3.5,10,5.0,2023.04.27.,"김정현正铉
브론즈 배지
레벨
9",9234145
11,맛있어요,4.5,159,5.0,2022.12.15.,"icxtxx
실버 배지
레벨
24",9234145
12,"꽤 오래전,  건물 신축후부터 맛이 변한듯.
그래도 가끔 들리는데, 히안하게 갈때마다 믿음이 하나씩 사라지고 실망함.
어젠 양옆 테이블 식사하는데 사이에서 쓰레기통비우고 탁탁 털고.
배가 고팟는데도 맛있다는 생각이 안들었는데 저 쓰레기통 이벤트에 먹다가 남기고 나옴.계산할때 잘먹었습니다. 이말도 안함.
이젠 발길 끊을듯.
더보기",1.0,1,1.0,2022.12.04.,"맛있게
브론즈 배지
레벨
3",9234145
18,"정말 최악의 친절함.
진심 최악임 정말",1.4,9,1.0,2022.11.26.,"비굴한굴비
브론즈 배지
레벨
8",9234145
19,"언제지은 밥을 쓰는지 군내가 코를 찔러요
그리고 백발에 안경쓴 서버아줌마 손님 얼굴봐가면서 서빙할거면 관두세요~
손님한테 짜증을 아주..ㅎㅎ 싸우자는줄 알았습니다^^",1.0,6,1.0,2022.11.06.,"ㄹㅇㅁ
실버 배지
레벨
12",9234145
20,비싸고 맛도 그냥그래요 그리고 카운터에 계신분 불친절해요..,1.7,11,1.0,2022.10.22.,"건강하게..
브론즈 배지
레벨
7",9234145
21,"해장국이 12,000원이면 너무 비쌈. 서민음식인데",3.4,44,2.0,2022.09.14.,"헉
실버 배지
레벨
21",9234145
22,"가성비가 꽝입니다
사장이 돈에 욕심이 너무 많아
환장해 보입니다",1.0,1,1.0,2022.08.29.,"권오열
브론즈 배지
레벨
2",9234145
28,"오랜 만에 들렸는데
오랜 만에 해장국이 12.000원이 됐네요.
뭐 달라진 건 아무것도 없고 메뉴판 가격이 올랐네요.
가격 봤으면 안 들어 가는 건데 
후회 되네요
오지 말라는 소리지요.
그 돈이 면 돈 아깝지요.
더보기",2.3,9,1.0,2022.07.04.,"강아지와콩
브론즈 배지
레벨
7",9234145
29,"이 집은 환경을 생각해서 1인분 포장은 안되는가 봅니다.
그리고 다른 양평해장국 집 하고는 차원이 다르게 음식을 해서 그런지 다른데 보다 2~3천원 정도 더 비싸기도 하고....

몟날 기와집에서 장사하던 그 정서는 눈 씻고 찾아볼 수 없습니다.

뜨끈한 국밥 먹고 싶으면 차라리 그 옆에 은희네 국밥집을 가는게 좋을 것 같네요
(은희네 알바 아니고 근처 사는 주민이~적어 올림)
더보기",2.0,4,1.0,2022.06.03.,"성호
브론즈 배지
레벨
4",9234145
30,"주인 또는 주방장이 바꿨나요???... 국물이 맑아졌는데, 그만큼 맛도 싱겁게 변했고, 약간 시큼한 맛이 나네요... 선지와 양의 식감은 조금 덜 삶은 것 같이 씹을때 약간 흐물흐물해요... (예전엔 양과 선지의 식감과 맛이 좋았는데... 아쉽네요)  어쨌든 맛이 예전만 못 하네요...  무엇보다 종업원들이 불친절하네요... 굳이 이걸 먹으러 1시간 운전해서 찾아가기엔...  별로네요...",1.0,12,1.0,2022.05.10.,"Traitor. Moon Jae In
실버 배지
레벨
14",9234145
31,진짜 냄새 심하고 별루...,2.9,278,1.0,2022.05.07.,"미랑
골드 배지
레벨
33",9234145
32,"진짜 앵간해선 5점 주거나 별점 안달고 다니는 사람인데 이건 못참겠음

일단 비쌈 사진에 나온게 12000원
내용물은 선지가 반 이상임
양은 ㅍㅌㅊ
추가 반찬은 무려 셀프임 ㅋㅋ

가격은 고급 프랜차이즈
맛과 서비스질은 동네 국밥집

추천 안함
재방문 의사 없음
더보기",3.7,7,1.0,2022.05.05.,"태건 Samuel
브론즈 배지
레벨
7",9234145
33,"자주 방문하던 집인데.. 요즘들어서 인심 괘팍해진것 같아요. 
얼마전 해내장탕 1인분 포장하려고하니 1인분은 안된다고하네요.
그래서 다시는 방문하지 않기로 했어요.
그 동안 찾아 준 손님들 덕분에 돈벌고 했는데..
돈 좀 벌더니 재수 없어진 것 같아요
별점 1개도 아깝네요
더보기",2.0,5,1.0,2022.04.17.,"신프란
브론즈 배지
레벨
9",9234145
34,"해장국에서 냄새나고, 가격도 너무 비쌈!!!!   서울에도 9천원인데....",3.0,4,1.0,2022.03.14.,"박경학
브론즈 배지
레벨
3",9234145
35,짠 콩나물 해장국,3.0,102,1.0,2021.10.12.,".
실버 배지
레벨
25",9234145
36,맛있어요  양도 많고,3.7,6,5.0,2021.08.20.,"피플크루
브론즈 배지
레벨
4",9234145
37,불친절의대명사~ 손님이 많아서 그런가? 주차부터 여기저기 시키는 태도? 식탁도 대충대충...위생도 불결,1.0,10,1.0,2021.07.17.,"Y.H.kim
브론즈 배지
레벨
8",9234145
43,"부정적인 의견이 팽배하네요. 
저는 해장국이 제 입맛에 딱이라 좋은 의견 보냅니다. 
불친절하다기 보다는 무신경하다는것이 더 적절했고, 오히려 신경 안쓰는게 저는 낫더군요.
음식 먹으러 가서 무슨 친절을 바랍니까? 자기 자신에게 친절하시는게 천억배 인생에 도움됩니다.
더보기",5.0,2,5.0,2021.05.28.,"박주성 PK
브론즈 배지
레벨
2",9234145
44,"식당에서 맛있게 먹고 
포장해 집에서 푸욱 끓였는데
신맛이 강하게 났지만
아까워서 겨우 먹었어요 
왜 맛이 다르지요???
신맛이 왜 나는지요???
알려주세요 주인님
더보기",4.6,11,1.0,2021.04.24.,"Kim Young Rock
브론즈 배지
레벨
4",9234145
45,최고의 해장국집 !!,4.0,5,5.0,2021.04.24.,"스라소니
브론즈 배지
레벨
3",9234145
46,"맛도, 양도 다 별로에요.",1.0,1,1.0,2021.04.03.,"김형국
브론즈 배지
레벨
2",9234145
47,해장국이 잡내없이 깔끔합니다.  선지도 엄청 신선하다는 느낌 받았구요..  종종 방문 할꺼 같습니다.,4.0,1,4.0,2021.02.16.,"오경원
브론즈 배지
레벨
2",9234145
53,,1.0,1,1.0,2021.02.10.,"축복~
브론즈 배지
레벨
1",9234145
54,나이드신 두분이 오셔서 1인분만 시킨다하니 안판다며 인상쓴 여사장. 관상 더럽다. 밥장사로 돈벌었으면 더 베풀어야지..인성 문제 심각해서 다시는 안간다.,1.0,2,1.0,2020.12.12.,"안현호
브론즈 배지
레벨
2",9234145
55,드럽게불친절함! 그냥그것뿐임!,3.0,2,1.0,2020.08.11.,"지훈
브론즈 배지
레벨
2",9234145
56,광고보고 가봤는데 맛도 별로고 음식을 끓이지않고 나온듯해서 어머님이 다신 안간다고하시네요.,1.2,5,1.0,2020.05.27.,"클로버
브론즈 배지
레벨
6",9234145
57,"설겆이 안되었는데...기름끼라고 당연시함..ㅠㅜㅜㅜ
예전 그 집은 아닌듯..ㅠㅠㅜ",4.4,90,1.0,2020.05.22.,"성호형님
골드 배지
레벨
32",9234145
58,재수없는데해내탕맛은좋다,2.7,86,2.0,2020.04.29.,"사시미
실버 배지
레벨
23",9234145
59,다른점 보다 국물이 말갛게 나옴,3.9,121,4.0,2020.02.22.,"허재영
골드 배지
레벨
33",9234145
60,불친절. 아직 안먹었는데 청소하더라구요. 그렇다치다라도 대걸래로 툭툭 신발이랑 의자 치는건... 이 시국에 중국어로 대화하는 직원들도 무서웠고 우거지도 너무 뻣뻣해서 어우러지지않음.,4.3,105,1.0,2020.02.16.,"밀이
실버 배지
레벨
26",9234145
61,여사장 진짜 ㅆㄱㅈ없어서  가기싫음,2.9,22,1.0,2020.02.16.,"항상 맑음
실버 배지
레벨
14",9234145
62,"여기는 정말 접객서비스가 형편없습니다.
자리에 앉아서 물 갔다 줄때 분명 주문을 했는데, 5분 있다가 소주를 한병 추가했더니, 그때서야 주문하셨냐고 물어보더라구요, 5분 지나서 포스기에서 주문표 찍고는 우리팀 다음으로 왔던 사람들에게 줄줄이 해장국 가져다 주더니, 우리는 왜 안주냐고 물어보면 대답도 안하고 생까더라구요...
결국 5분이면 나오는 해장국을 20분 기다려서 먹었네요..
좋게 예의 갖춰서 말하면 대꾸도 안해주고,,어처구니가 없어서 왜 우리는 안가져다주냐고 목소리를 높이니, 그때서야 지금 나오는 중이라고 대충 흘려서 답해주네요..
아무리 오래됐고, 맛이 있어도, 지금처럼 손님들 무시하는 수준의 접객수준이면 곧 망할듯 싶네요..
제 돈내고 손놈취급받으니 정말 기분이 더럽네요.
더보기",4.0,8,1.0,2020.01.19.,"주정2
브론즈 배지
레벨
5",9234145
68,"가격은 양평본점과 동일, 양과 맛은 절반.  아니 본점은 둘째치고 신축 올리기 전보다 아주아주 형편없다. 본래도 안 친절했으나 양과 맛에 참을만 했는데 이젠 불쾌할 지경",3.8,23,1.0,2019.10.26.,"직접입력
브론즈 배지
레벨
8",9234145
69,가격은 비싼데 이만큼 양 주는데가 없음. 가격이 계속 오르고 있는데 분명 특이점이 올때가 된듯.,3.9,80,4.0,2019.07.14.,"jrk99
실버 배지
레벨
24",9234145
70,가족끼리 식사하러 자주 가다가 하루는 싸움판 났는데도 멀뚱멀뚱 손놓고 있고 중재도 안함.... 결국 경찰 부르고 난리났는데... 체하는 줄 알았음.. 그 순간 손님들 그냥 밥먹으러언 돈으로 보는 기분이라 영 그랬음....,3.5,18,1.0,2019.06.20.,"정훈
실버 배지
레벨
12",9234145
71,"주인 할머니 불친절하기가 하늘을 찌름...  주변 사람들에게 가지말라고 했음...
돈 많이 번 티를 팍팍내며 손님이 공짜 밥먹는 사람 취급당함...
진짜 구역질 나는 식당임... 저런곳은 팔아주지 말아야 함",1.0,4,1.0,2019.04.18.,"건강하자
브론즈 배지
레벨
4",9234145
72,"해장국에 비린냄새  많이납니다
 먹으로 가지 마시길 돈좀벌었는지 계산대 음식값을  지불하는데 거만한 모습이  한심해서 
판자촌 에서 시작해서 빌딩을 지었으니  그럴만도
먹은게 토나올뻔  종업원도 주인 닮아간다고 
불칠절 최고   주방쪽 에서 비린내가 진동함
한번 가보시고 확인해  보세요
더보기",1.0,1,1.0,2019.02.02.,"李京根
브론즈 배지
레벨
2",9234145
78,"값도 비싸지고 주인장 손님한테 인사도 안하고 거만함
이어폰 귀에 끼고 손님 계산하러 온지도 모름
맛도 점점 없어짐~",1.0,1,1.0,2019.01.13.,"렌치
브론즈 배지
레벨
2",9234145
79,맛있어요..좀 비쌈,4.5,4,3.0,2018.11.04.,"꿈마을
브론즈 배지
레벨
3",9234145
80,맛은 그럭저럭..불친절 함,2.4,24,2.0,2018.10.13.,"노바디노
실버 배지
레벨
13",9234145
81,,3.4,496,2.0,2018.02.20.,"후니네
골드 배지
레벨
31",9234145
82,"최악 살면서 먹어 본 해장국 중에 제일 비싸고 제일 맛 없음. 블로거지들 한테 또 낚임. 해장국이 9,000원 ㅋㅋㅋㅋㅋㅋ 가격은 미쳤고 진심 개 맛없음. 발 씻은 물로 끓인줄...",1.5,2,1.0,2017.10.22.,"ㅈㅇㅅ
브론즈 배지
레벨
3",9234145
0,"우연히 들렀는데 넘 맛있어서 깜놀~코다리냉면 먹었는데, 코다리 쫄깃쫄깃 식감좋고 맛도 환상이었어요. ^^ 
코다리냉면",5.0,11,5.0,2023.09.10.,"smile 🙂
브론즈 배지
레벨
6",1315351823
1,,3.3,3,4.0,2023.07.22.,"택묵
브론즈 배지
레벨
2",1315351823
2,짱맛 맛집입니다. 안양에서 여기보다 맛있는 냉면집 없음. 코다리 냉면 존맛임. 양도넉넉함. 근데 만두도 맛있어서 만두도 먹어야해서 배터짐. 뜨끈한 육수도 맛있음. 여긴 위치보면 맛없었으면 진짜 바로 장사접었을 자리인데 맛으로 버티는 자리임. 우리가족들 입맛 다 제각각인데 다들 좋아함. 최고,3.9,33,5.0,2023.06.08.,"꽤엑
실버 배지
레벨
13",1315351823
0,면도 맛있고 친절하시고 무엇보다 간이 좋았습니다~!!,3.1,25,4.0,2023.09.01.,"우끼끼
실버 배지
레벨
17",24406666
1,"남들이 하두 맛있다고 하는데 내입맛에는 엄청 맛있는것도 아니고 그냥 그런맛인데..!
그래서 맛이 그냥 보통이라고 하면 내가 이상한걸까요?
내 입맛에는 그냥 보통입니다. 주변에 냉면 맛있는데가 없는 관계로 그냥 먹을만한 냉면집입니다.",3.4,74,3.0,2023.08.20.,"동네아재
실버 배지
레벨
23",24406666
2,"평점이 좋아서 잔뜩 기대하고 갔는데...  맛만 놓고 평가한다면 제 개인적인 기준에서는 평범한 정도?... 일부러 찾아 가서 먹어봐야할 정도는 아닌... 가게 위생이나 친절도면에서는 다 좋으셨습니다. 
제 입맛이 좀 이상한 거같습니다. 손님이 많아서 평일 점심인데도 만원이었습니다.",3.5,49,4.0,2023.08.02.,"프닉스
실버 배지
레벨
22",24406666
0,시래기두루치기반상은 자주 반주와 깃들이는 메뉴입니다. 가격도 저렴하고 돌솥밥 먹고 남은 누룽지로 마무리하면 천국이 따로 없습니다.,4.7,6,5.0,2023.12.08.,"김지환(John Kim)
브론즈 배지
레벨
4",11174211
1,한우우거지해장국 맛있게 먹었어요!,4.7,25,5.0,2023.08.15.,"굿플마플
실버 배지
레벨
16",11174211
2,"불친절하고 음식도 별로~
한우해장국에 고기는 없구 뼈만 나오고
지방덩어리 엄청나옴",1.0,3,1.0,2023.06.16.,"양재
브론즈 배지
레벨
4",11174211
0,곱창 나베가 너무너무 맛있어요!!!!!!,3.7,27,5.0,2023.11.23.,"하루겨울
실버 배지
레벨
17",550438390
1,정말 깔끔하고 맛있습니다!,5.0,13,5.0,2023.06.24.,"좋은장소만 5점
실버 배지
레벨
15",550438390
2,끝내줍니다^^,5.0,1,5.0,2023.02.20.,"홍승만
브론즈 배지
레벨
1",550438390
0,,5.0,6,5.0,2024.02.23.,"백지웅
브론즈 배지
레벨
4",669554793
1,맛은 있는데 매장 찾아가서 직접 포장 주문하니 위생이... 홀이 없는 이유가 이건가... 초밥 만드시는 분은 마스크도 안끼시고... 찜찜했어요 다시는 안 시킬듯요,2.4,35,3.0,2021.04.28.,".
실버 배지
레벨
18",669554793
2,"완전  강추입니다.
초박은 맛부터 구성 비주얼.  모두 말해 뭐해요. 정성가득. 꼭. 드셔요. 
포장기다른 동안 계속 오시는 라이더님 안부묻고 안전 당부하시더라구요.  사장님 인품에 감동. 초밥에 대한 믿음까지 생기더라구요.  포장집이라고 위상이나 품질. 걱정하나도 안해도 될듯요. 
꼭 드셔요. 먆이 알리고싶은집^^
더보기",4.8,18,5.0,2020.12.21.,"^^
실버 배지
레벨
14",669554793
0,"맛이 좋게말해서 깔끔함
사실대로 말하면 너무 슴슴함",2.9,23,2.0,2023.11.04.,"배현환
실버 배지
레벨
15",8452153
1,,2.4,25,1.0,2023.05.20.,"1024
브론즈 배지
레벨
10",8452153
2,맛있어요 집 근처라 엄마랑 자주 가요 오늘 혼밥 하러 갈까 고민중입니다 항상 뼈 두개 시켜 먹어요,5.0,2,5.0,2023.02.01.,"뇽뇽
브론즈 배지
레벨
3",8452153
6,"근처에서는 여기가 제일 맛은 좋은것 같아요.
뼈양이 작아서 조금 아쉽지만.. 개인적으로 맛은 만족합니다.",3.8,4,4.0,2022.05.02.,"K주니
브론즈 배지
레벨
3",8452153
7,맛없음. 진짜 근처에 너무 먹을데가없어서 고민고민하다가 막상 가면 또 후회함. 하.... 감자탕 이렇게 맛없게 하는것도 어찌보면 능력이라 별 3개 드립니다.,3.2,114,3.0,2022.03.28.,"T
실버 배지
레벨
24",8452153
8,고기 양은 좀 적긴한데 김치 너무 맛나고 친절하세요,4.1,18,5.0,2022.03.24.,"허서영
브론즈 배지
레벨
10",8452153
0,맛있는데 안양사랑페이 왜 신청 안하는지...,3.0,2,4.0,2023.09.09.,"정만
브론즈 배지
레벨
3",994110149
